Fiscal Year,Library,County,Principal Public?,AENGLC Rank,Population of Service Area,Total Library Visits,Library Visits Per Capita Served,Total Registered Borrowers,Percent of Residents with Library Cards,Reference Questions,Reference Questions Per Capita Served,Total Circulation,Circulation Per Capita Served,Total Programs (Synchronous + Prerecorded),Total Program Attendance & Views,Total Collection,Collection Per Capita Served,Total Operating Income,Wages & Salaries Expenditures
2021,Woodstock - West,Windham,N,111,,3142,0.4,951,0.12,5,0,11188,1.4,100,1900,9910,1.2,35025,17000
2022,Andover,Tolland,P,117,3133,5122,1.6,1548,0.49,358,0.1,11334,3.6,84,952,23797,7.6,123354,75808
2022,Ansonia,New Haven,P,163,18815,9830,0.5,2023,0.11,19660,1,18252,1,238,4619,67806,3.6,385923,355547
2022,Ashford-Babcock,Windham,P,135,4186,3500,0.8,748,0.18,216,0.1,8323,2,20,1418,29698,7.1,186225,101175
2022,Avon,Hartford,P,23,18848,80405,4.3,6231,0.33,22300,1.2,272143,14.4,943,27879,106878,5.7,1962655,1047991
2022,Beacon Falls,New Haven,P,111,6033,7272,1.2,1100,0.18,780,0.1,14914,2.5,221,4866,16129,2.7,188559,141532
2022,Berlin - East Berlin,Hartford,N,,,0,0,0,0,0,0,0,0,0,0,,0,0,0
2022,Berlin Free,Hartford,N,,,,,,,,,,,,,,,,
2022,Berlin-Peck,Hartford,P,60,20113,64557,3.2,6063,0.3,15652,0.8,188878,9.4,217,4538,92519,4.6,1198025,707836
2022,Bethany - Clark,New Haven,P,48,5288,5843,1.1,2031,0.38,150,0,26818,5.1,26,371,33104,6.3,337160,124645
2022,Bethel,Fairfield,P,81,20537,46798,2.3,5340,0.26,16711,0.8,121993,5.9,557,6851,96111,4.7,934580,618316
2022,Bethlehem,Litchfield,P,67,3386,7364,2.2,2183,0.64,1340,0.4,13676,4,60,595,18890,5.6,146755,109201
2022,Bloomfield - Prosser,Hartford,P,91,21480,75830,3.5,7557,0.35,12698,0.6,129510,6,595,12536,93754,4.4,2236079,1287458
2022,Bolton - Bentley,Tolland,P,96,4819,7891,1.6,1225,0.25,295,0.1,26358,5.5,82,2041,46200,9.6,304288,234509
2022,Branford - Blackstone,New Haven,P,42,28176,85246,3,9906,0.35,6286,0.2,196231,7,760,8138,61781,2.2,2233948,942734
2022,Branford - Willoughby,New Haven,N,42,,18512,0.7,1251,0.04,,,28365,1,123,3765,23270,0.8,262003,194256
2022,Bridgeport,Fairfield,P,165,148333,114532,0.8,12052,0.08,31590,0.2,117701,0.8,975,28697,576606,3.9,9859584,3237235
2022,Bridgewater - Burnham,Litchfield,P,12,1658,20056,12.1,532,0.32,200,0.1,16213,9.8,181,3199,29543,17.8,181867,118967
2022,Bristol,Hartford,P,148,60661,128804,2.1,14015,0.23,24072,0.4,250703,4.1,1157,36257,218717,3.6,2420240,1808764
2022,Brookfield,Fairfield,P,40,17482,37817,2.2,7570,0.43,6215,0.4,93550,5.4,482,7287,62873,3.6,951373,674995
2022,Brooklyn,Windham,P,138,8488,3756,0.4,5670,0.67,824,0.1,9596,1.1,17,142,22779,2.7,132331,83782
2022,Burlington,Hartford,P,63,9591,30661,3.2,2745,0.29,2290,0.2,60659,6.3,250,3079,52563,5.5,414244,276328
2022,Canaan - David Hunt,Litchfield,P,30,1078,10686,9.9,464,0.43,525,0.5,11048,10.2,278,4235,25527,23.7,220426,73504
2022,Canterbury,Windham,P,131,5060,10457,2.1,1243,0.25,2394,0.5,21766,4.3,200,1577,17437,3.4,138658,106119
2022,Canton,Hartford,P,62,10083,,,3359,0.33,2500,0.2,129041,12.8,290,8211,73612,7.3,705785,532446
2022,Chaplin,Windham,P,128,2143,4247,2,1215,0.57,624,0.3,5569,2.6,66,1557,22818,10.6,95790,43524
2022,Cheshire,New Haven,P,71,28628,108583,3.8,9204,0.32,9759,0.3,290288,10.1,306,7385,98235,3.4,1742177,1388232
2022,Chester,Middlesex,P,83,3752,6868,1.8,1312,0.35,926,0.2,17250,4.6,74,1012,15739,4.2,159711,111800
2022,Clinton - Henry C. Hull,Middlesex,P,64,13400,58120,4.3,7864,0.59,29665,2.2,101788,7.6,869,18514,68708,5.1,886953,581633
2022,Colchester - Cragin,New London,P,112,15501,64396,4.2,4234,0.27,7146,0.5,127279,8.2,272,13456,79447,5.1,969764,457789
2022,Columbia - S.B. Little,Tolland,P,86,5246,14398,2.7,3231,0.62,,,39615,7.6,291,2892,74886,14.3,454862,255160
2022,Cornwall,Litchfield,P,11,1571,18720,11.9,1761,1.12,600,0.4,10430,6.6,181,5777,30212,19.2,266263,91752
2022,Coventry - Booth Dim,Tolland,P,113,12205,15759,1.3,2516,0.21,3970,0.3,61083,5,99,2426,46289,3.8,529069,353236
2022,Cromwell,Middlesex,P,69,14302,49686,3.5,3858,0.27,4149,0.3,107668,7.5,332,4852,57389,4,640214,462023
2022,Danbury,Fairfield,P,124,86759,193560,2.2,27614,0.32,25661,0.3,207390,2.4,1655,13668,100043,1.2,2193800,1455923
2022,Darien,Fairfield,P,2,21500,161637,7.5,11914,0.55,68928,3.2,496571,23.1,1029,37671,121576,5.7,5343308,2881657
2022,Deep River,Middlesex,P,68,4462,16905,3.8,1552,0.35,980,0.2,22017,4.9,212,2359,25636,5.7,285700,147716
2022,Derby,New Haven,P,154,12274,28066,2.3,2020,0.16,4033,0.3,18641,1.5,249,2192,67027,5.5,589134,338952
2022,Derby - Derby Neck,New Haven,N,154,,19859,1.6,1534,0.12,5423,0.4,19180,1.6,532,5171,64634,5.3,679575,339308
2022,Durham,Middlesex,P,53,7231,41810,5.8,3375,0.47,1378,0.2,117589,16.3,213,3487,55333,7.7,584114,382448
2022,East Granby,Hartford,P,72,5180,29333,5.7,2076,0.4,1338,0.3,31074,6,323,4693,39339,7.6,297359,177867
2022,East Haddam,Middlesex,P,90,8965,37804,4.2,3813,0.43,500,0.1,50680,5.7,262,11176,42938,4.8,432283,296080
2022,East Hampton,Middlesex,P,104,12874,48342,3.8,5966,0.46,4919,0.4,102632,8,1140,10918,47646,3.7,502670,318844
2022,East Hartford,Hartford,P,159,50731,58106,1.1,9340,0.18,4512,0.1,58476,1.2,312,4921,80528,1.6,1350076,919215
2022,East Haven - Hagaman,New Haven,P,144,27804,100000,3.6,6794,0.24,4858,0.2,59949,2.2,507,17232,76958,2.8,967172,515715
2022,East Lyme,New London,P,56,18849,48251,2.6,7201,0.38,3606,0.2,166525,8.8,247,3753,116180,6.2,1249046,709929
2022,East Windsor - Warehouse,Hartford,P,123,11161,13069,1.2,2019,0.18,472,0,33559,3,156,3148,41009,3.7,416496,178374
2022,Eastford,Windham,P,106,1660,3350,2,646,0.39,260,0.2,6678,4,67,563,16170,9.7,45227,30800
2022,Easton,Fairfield,P,19,7594,14175,1.9,3843,0.51,,,59312,7.8,292,3057,61555,8.1,806177,380475
2022,Ellington - Hall,Tolland,P,92,16630,71639,4.3,7761,0.47,2957,0.2,88777,5.3,338,3116,64580,3.9,759958,544559
2022,Enfield,Hartford,P,145,42031,84080,2,12415,0.3,22307,0.5,169266,4,360,6979,125555,3,1835866,1156247
2022,Essex,Middlesex,P,25,6759,30099,4.5,2421,0.36,7384,1.1,48822,7.2,187,3963,41328,6.1,550448,316447
2022,Essex - Ivoryton,Middlesex,N,25,,5134,0.8,551,0.08,986,0.1,18121,2.7,152,1714,17561,2.6,172652,76555
2022,Fairfield,Fairfield,P,18,61949,221386,3.6,26222,0.42,50144,0.8,564662,9.1,1327,29523,234403,3.8,4032780,2837171
2022,Fairfield - Pequot,Fairfield,N,18,,17204,0.3,30819,0.5,572,0,92007,1.5,293,16114,111375,1.8,1323025,600529
2022,Farmington,Hartford,P,32,26645,135467,5.1,15300,0.57,46721,1.8,217506,8.2,646,11022,184349,6.9,3042156,1455461
2022,Franklin - Janet Carlson,New London,P,54,1862,4485,2.4,387,0.21,104,0.1,9290,5,274,1929,25380,13.6,92667,63121
2022,Glastonbury - East,Hartford,N,,,0,0,0,0,0,0,0,0,0,0,,0,0,0
2022,Glastonbury - Welles-T.,Hartford,P,38,35054,54720,1.6,10607,0.3,11840,0.3,308777,8.8,210,4373,124855,3.6,1837906,841766
2022,Goshen,Litchfield,P,29,3165,6168,1.9,3129,0.99,165,0.1,13848,4.4,166,1305,27190,8.6,188271,126657
2022,Granby,Hartford,P,78,10953,41093,3.8,3604,0.33,5772,0.5,83154,7.6,366,4798,62296,5.7,589297,461942
2022,Greenwich,Fairfield,P,1,63514,320834,5.1,29425,0.46,58075,0.9,915385,14.4,917,39118,299109,4.7,11351947,6286358
2022,Greenwich - Perrot,Fairfield,N,1,,85587,1.3,5127,0.08,23135,0.4,146969,2.3,228,6346,62231,1,1806317,1240541
2022,Griswold - Slater,New London,P,150,15605,13801,0.9,1813,0.12,1768,0.1,22405,1.4,105,901,25785,1.7,165013,78240
2022,Groton,New London,P,110,38456,102527,2.7,11993,0.31,20722,0.5,201632,5.2,516,14562,139763,3.6,1608882,1243713
2022,Groton - Bill,New London,N,110,,13545,1.4,613,0.06,2729,0.3,17022,1.7,158,5594,18039,1.8,272100,165725
2022,Groton - Mystic,New London,N,110,,69175,4.6,2344,0.16,520,0,44536,3,401,9249,35537,2.4,678718,509240
2022,Guilford,New Haven,P,31,22031,117939,5.4,10729,0.49,11838,0.5,270121,12.3,1915,20386,111193,5,1263871,854592
2022,Haddam - Brainerd,Middlesex,P,55,8529,36720,4.3,7848,0.92,3798,0.4,45575,5.3,142,2803,41486,4.9,462767,290969
2022,Hamden,New Haven,P,141,60923,35831,0.6,14304,0.23,12234,0.2,302948,5,168,3683,156904,2.6,2297060,1781472
2022,Hampton - Fletcher,Windham,P,122,1728,3297,1.9,897,0.52,,,3490,2,129,1410,18653,10.8,62590,19494
2022,Hartford,Hartford,P,168,120576,254232,2.1,65550,0.54,33263,0.3,138917,1.2,3455,63913,181494,1.5,11627250,6027012
2022,Hartland,Hartford,P,84,1891,726,0.4,532,0.28,,,1119,0.6,0,0,7179,3.8,12422,0
2022,Harwinton,Litchfield,P,77,5508,12375,2.2,2182,0.4,504,0.1,30466,5.5,173,1679,33304,6,229593,161176
2022,Hebron - Douglas,Tolland,P,99,9066,53693,5.9,2843,0.31,6650,0.7,55971,6.2,284,3422,46601,5.1,369719,298465
2022,Kent,Litchfield,P,24,2984,25270,8.5,1013,0.34,350,0.1,23423,7.8,502,6353,31453,10.5,496994,221042
2022,Killingly,Windham,P,142,17742,59740,3.4,3001,0.17,1365,0.1,63030,3.6,758,11532,69143,3.9,649776,438451
2022,Killingworth,Middlesex,P,58,6268,14775,2.4,3094,0.49,416,0.1,34485,5.5,176,1648,32761,5.2,389508,174016
2022,Lebanon - JonTrumbull,New London,P,103,7108,30000,4.2,2002,0.28,1000,0.1,46511,6.5,433,6113,58039,8.2,398100,197947
2022,Ledyard,New London,P,119,15336,29735,1.9,4947,0.32,3517,0.2,85372,5.6,178,3656,63829,4.2,563438,418803
2022,Litchfield - OWL,Litchfield,P,52,8170,34626,4.2,2857,0.35,3274,0.4,117369,14.4,321,8349,93635,11.5,908891,464253
2022,Lyme,New London,P,16,2344,11349,4.8,1035,0.44,520,0.2,12762,5.4,145,1154,27749,11.8,263135,135405
2022,Madison - E.C.Scranton,New Haven,P,28,17619,79414,4.5,10395,0.59,13728,0.8,134631,7.6,618,10238,56501,3.2,1888488,890285
2022,Manchester,Hartford,P,137,59426,175392,3,25748,0.43,38401,0.6,601142,10.1,575,21079,228233,3.8,3261131,1956233
2022,Mansfield,Tolland,P,158,26357,39669,1.5,4418,0.17,7245,0.3,173888,6.6,688,3671,82305,3.1,1242386,747015
2022,Marlborough-Richmond,Hartford,P,73,6093,78771,12.9,1901,0.31,3551,0.6,66363,10.9,91,1018,40661,6.7,397261,211252
2022,Meriden,New Haven,P,156,60517,34700,0.6,14237,0.24,8227,0.1,102610,1.7,346,6896,83878,1.4,1814093,1312066
2022,Middlebury,New Haven,P,45,7684,9509,1.2,2299,0.3,68,0,36519,4.8,230,3037,70972,9.2,375471,232141
2022,Middlefield - Levi Coe,Middlesex,P,80,4274,6298,1.5,1320,0.31,2027,0.5,27484,6.4,168,3316,20461,4.8,325540,182231
2022,Middletown - Russell,Middlesex,P,132,47108,107070,2.3,14722,0.31,31834,0.7,230199,4.9,344,5001,153367,3.3,3457359,2707789
2022,Milford,New Haven,P,47,52390,93000,1.8,19630,0.37,13723,0.3,264920,5.1,321,6780,123443,2.4,1231697,948379
2022,Monroe - Edith Wheeler,Fairfield,P,59,18764,61919,3.3,6476,0.35,7865,0.4,130250,6.9,465,6704,83972,4.5,920296,566503
2022,Montville - Raymond,New London,P,147,18478,16744,0.9,7462,0.4,23,0,32996,1.8,153,2552,23393,1.3,102807,105057
2022,Morris,Litchfield,P,37,2259,10407,4.6,1239,0.55,364,0.2,21122,9.4,123,3524,18268,8.1,145909,82413
2022,Naugatuck - Howard W.,New Haven,P,152,31433,48114,1.5,4267,0.14,3154,0.1,62047,2,365,9468,53048,1.7,868415,427470
2022,New Britain,Hartford,P,167,73841,117583,1.6,13706,0.19,12054,0.2,234532,3.2,605,15999,202444,2.7,3119428,1719881
2022,New Canaan,Fairfield,P,3,20732,94423,4.6,9370,0.45,25449,1.2,267985,12.9,879,25470,97294,4.7,3746766,2128513
2022,New Fairfield,Fairfield,P,43,13545,39066,2.9,4862,0.36,,,61831,4.6,194,2351,38008,2.8,512553,413703
2022,New Hartford - Bakerville,Litchfield,N,88,,3148,0.5,1772,0.27,297,0,3812,0.6,5,400,12674,1.9,86712,28818
2022,New Hartford-Licia M.B.,Litchfield,P,88,6668,13156,2,3512,0.53,6590,1,46901,7,150,1321,64425,9.7,371281,210035
2022,New Haven,New Haven,P,162,135081,215526,1.6,32589,0.24,6475,0,212873,1.6,1486,19677,322886,2.4,4680296,3275349
2022,New London,New London,P,164,27635,81744,3,5870,0.21,8829,0.3,51566,1.9,1442,28480,71660,2.6,1122782,519866
2022,New Milford,Litchfield,P,79,28182,10302,0.4,3900,0.14,802,0,54186,1.9,311,4722,75929,2.7,888952,481730
2022,Newington - Lucy Welles,Hartford,P,107,30365,71388,2.4,8085,0.27,37703,1.2,179957,5.9,650,12752,167071,5.5,2641609,1318892
2022,Newtown - Cyr.Booth,Fairfield,P,44,27522,76104,2.8,10787,0.39,6604,0.2,182150,6.6,687,10813,108347,3.9,1656167,874100
2022,Norfolk,Litchfield,P,27,1587,16428,10.4,948,0.6,12000,7.6,19158,12.1,251,7670,30129,19,580529,269816
2022,North Branford,New Haven,P,95,13498,44811,3.3,4402,0.33,7956,0.6,88843,6.6,282,6477,66585,4.9,821454,496922
2022,North Canaan - Douglas,Litchfield,P,116,3185,11300,3.5,503,0.16,225,0.1,9464,3,123,625,20937,6.6,131151,67742
2022,North Haven,New Haven,P,49,24169,55140,2.3,9459,0.39,14847,0.6,177858,7.4,261,4055,104759,4.3,1203717,771857
2022,North Stonington-Wheeler,New London,P,97,5137,18600,3.6,2045,0.4,154,0,24866,4.8,139,2427,20011,3.9,172697,103040
2022,Norwalk,Fairfield,P,39,91194,290000,3.2,50321,0.55,84263,0.9,243059,2.7,1149,18107,191875,2.1,3767770,1918344
2022,Norwalk - East,Fairfield,N,,,,,,,,,,,,,,,,
2022,Norwalk - Rowayton,Fairfield,N,39,,15000,3.8,1930,0.48,1000,0.3,26962,6.7,160,1132,29427,7.4,346832,122445
2022,Norwich - Otis,New London,P,161,40014,43183,1.1,10254,0.26,3060,0.1,59945,1.5,313,5521,81545,2,1392585,827046
2022,Old Lyme - Phoebe,New London,P,17,7577,19453,2.6,4042,0.53,1760,0.2,52727,7,119,5203,39449,5.2,864006,434323
2022,Old Saybrook - Acton,Middlesex,P,21,10563,57902,5.5,4943,0.47,6264,0.6,111648,10.6,749,5753,74696,7.1,951460,563322
2022,Orange - Case,New Haven,P,33,14246,49358,3.5,6235,0.44,8974,0.6,105785,7.4,122,1244,95129,6.7,706943,511265
2022,Oxford,New Haven,P,61,12768,12012,0.9,4615,0.36,1841,0.1,38025,3,501,2734,29599,2.3,604910,258191
2022,Plainfield - Aldrich,Windham,P,153,14959,7176,0.5,8638,0.58,63,0,17638,1.2,3,9,53188,3.6,78337,41356
2022,Plainville,Hartford,P,127,17445,58368,3.3,4700,0.27,7846,0.4,128132,7.3,313,5355,90067,5.2,763415,521766
2022,Plymouth - Terryville,Litchfield,P,134,11659,65769,5.6,2240,0.19,2364,0.2,41916,3.6,514,5166,64596,5.5,429204,219134
2022,Pomfret,Windham,P,108,4271,9208,2.2,1189,0.28,832,0.2,12495,2.9,135,875,17503,4.1,129627,90724
2022,Portland,Middlesex,P,89,9462,37804,4,3169,0.33,3396,0.4,94008,9.9,186,3556,73491,7.8,766618,557232
2022,Preston,New London,P,115,4802,4841,1,774,0.16,276,0.1,10850,2.3,162,1162,18342,3.8,207602,113767
2022,Prospect,New Haven,P,109,9344,17850,1.9,2049,0.22,3500,0.4,24617,2.6,112,2455,46798,5,359054,228348
2022,Putnam,Windham,P,146,9227,32109,3.5,5032,0.55,260,0,75987,8.2,241,3460,38704,4.2,426187,340157
2022,Redding - Mark Twain,Fairfield,P,20,8735,39656,4.5,3105,0.36,6032,0.7,93458,10.7,421,21213,67474,7.7,965321,566399
2022,Ridgefield,Fairfield,P,13,25011,169052,6.8,9134,0.37,19182,0.8,289616,11.6,2128,38844,75255,3,3278004,1620425
2022,Rocky Hill-Cora Belden,Hartford,P,74,20746,75935,3.7,7871,0.38,7802,0.4,206152,9.9,770,13204,57457,2.8,1095520,898866
2022,Roxbury - Minor,Litchfield,P,5,2269,16962,7.5,678,0.3,4215,1.9,17655,7.8,123,4139,38432,16.9,320672,122163
2022,Salem,New London,P,76,6617,7818,1.2,1350,0.2,400,0.1,37619,5.7,77,732,34271,5.2,265114,130839
2022,Salisbury - Scoville,Litchfield,P,8,4112,55857,13.6,2104,0.51,2908,0.7,44915,10.9,517,6536,27802,6.8,541607,224397
2022,Scotland,Windham,P,130,1568,4659,3,1068,0.68,12,0,6123,3.9,140,720,22629,14.4,49501,33891
2022,Seymour,New Haven,P,133,16679,28152,1.7,5172,0.31,3200,0.2,45239,2.7,155,1950,68046,4.1,719362,323831
2022,Sharon - Hotchkiss,Litchfield,P,10,2675,3635,1.4,699,0.26,44,0,9687,3.6,199,2239,12482,4.7,320009,153572
2022,Shelton - Plumb,Fairfield,P,50,41474,78692,1.9,7942,0.19,10946,0.3,119049,2.9,110,2725,105018,2.5,1103789,850754
2022,Sherman,Fairfield,P,15,3521,12864,3.7,1473,0.42,1040,0.3,23514,6.7,287,2862,25570,7.3,371930,135494
2022,Simsbury,Hartford,P,46,24807,212754,8.6,14637,0.59,49293,2,402211,16.2,1203,29823,100534,4.1,1681369,1152980
2022,Somers,Tolland,P,114,10279,33065,3.2,2496,0.24,2400,0.2,48630,4.7,178,2489,71469,7,528807,315530
2022,South Windsor,Hartford,P,70,26767,48942,1.8,8869,0.33,15257,0.6,195443,7.3,576,8131,177102,6.6,1631048,909296
2022,Southbury,New Haven,P,66,19796,93637,4.7,6614,0.33,9468,0.5,211624,10.7,386,11298,116472,5.9,720006,613981
2022,Southington,Hartford,P,102,43500,99009,2.3,12592,0.29,24103,0.6,291811,6.7,347,8777,101882,2.3,1519284,1157369
2022,Sprague,New London,P,155,2950,4634,1.6,454,0.15,325,0.1,9933,3.4,127,660,13072,4.4,82553,73298
2022,Stafford,Tolland,P,143,11412,37530,3.3,2824,0.25,2436,0.2,49078,4.3,131,2015,53682,4.7,605921,323633
2022,Stamford - Ferguson,Fairfield,P,26,136309,358400,2.6,62323,0.46,57076,0.4,558830,4.1,901,25117,173750,1.3,10837936,5413931
2022,Sterling,Windham,P,151,3577,2693,0.8,1675,0.47,355,0.1,9636,2.7,103,548,35561,9.9,81269,53498
2022,Stonington,New London,P,35,18427,44428,2.4,3075,0.17,4024,0.2,38579,2.1,262,3980,29310,1.6,573542,374999
2022,Stratford,Fairfield,P,118,52268,99880,1.9,38318,0.73,62935,1.2,254639,4.9,1360,25651,121479,2.3,3527569,2037268
2022,Suffield - Kent,Hartford,P,87,15862,56627,3.6,5594,0.35,5406,0.3,62148,3.9,273,5825,55528,3.5,569163,376817
2022,Thomaston,Litchfield,P,139,7453,19000,2.5,1700,0.23,4000,0.5,31083,4.2,458,5284,42769,5.7,447025,237714
2022,Thompson,Windham,P,136,9226,22113,2.4,3464,0.38,4565,0.5,48330,5.2,259,3763,60137,6.5,389324,279656
2022,Tolland,Tolland,P,82,14511,59310,4.1,3836,0.26,6646,0.5,96092,6.6,300,5219,73743,5.1,473908,334606
2022,Torrington,Litchfield,P,157,35357,46865,1.3,9349,0.26,30000,0.8,61077,1.7,386,14970,59774,1.7,989797,548299
2022,Trumbull,Fairfield,P,41,36950,122364,3.3,16649,0.45,8686,0.2,342162,9.3,767,9334,154760,4.2,1846491,1358384
2022,Union,Tolland,P,65,781,825,1.1,292,0.37,30,0,3025,3.9,9,229,19938,25.5,50141,27225
2022,Vernon - Rockville,Tolland,P,140,30326,37935,1.3,4785,0.16,9165,0.3,95284,3.1,146,3002,55944,1.8,697614,472624
2022,Voluntown,New London,P,125,2554,3923,1.5,1327,0.52,1276,0.5,10084,3.9,48,672,15083,5.9,75189,51254
2022,Wallingford,New Haven,P,100,44194,68225,1.5,13988,0.32,46852,1.1,391418,8.9,298,11737,194177,4.4,3457184,1721402
2022,Warren,Litchfield,P,14,1349,1770,1.3,336,0.25,200,0.1,7288,5.4,39,205,12346,9.2,77295,39795
2022,Washington - Gunn,Litchfield,P,6,3633,30866,8.5,1428,0.39,1142,0.3,41356,11.4,178,3042,46189,12.7,627474,327484
2022,Waterbury - Silas Bron.,New Haven,P,166,113811,183566,1.6,44876,0.39,15838,0.1,109538,1,309,3059,277469,2.4,2322479,1315830
2022,Waterford,New London,P,36,19553,82368,4.2,5484,0.28,27599,1.4,147378,7.5,381,6584,80327,4.1,1131015,852274
2022,Watertown,Litchfield,P,121,22110,32824,1.5,10520,0.48,28350,1.3,57003,2.6,72,875,84477,3.8,793178,432928
2022,West Hartford,Hartford,P,51,63973,185754,2.9,20922,0.33,64547,1,638670,10,559,11685,193857,3,3183375,2364394
2022,West Haven,New Haven,P,160,55294,88243,1.6,14750,0.27,11418,0.2,70448,1.3,381,4665,118322,2.1,1631713,842878
2022,Westbrook,Middlesex,P,22,6810,14426,2.1,3575,0.52,6021,0.9,36368,5.3,217,2220,49201,7.2,387476,253253
2022,Weston,Fairfield,P,7,10336,42276,4.1,3265,0.32,6084,0.6,74444,7.2,561,5646,48088,4.7,583849,366295
2022,Westport,Fairfield,P,4,27279,238124,8.7,12241,0.45,124992,4.6,330553,12.1,1035,47400,106035,3.9,6153258,3494137
2022,Wethersfield,Hartford,P,105,27124,69661,2.6,10551,0.39,23127,0.9,240757,8.9,261,7637,109526,4,2130400,1182996
2022,Willington,Tolland,P,126,5528,8840,1.6,4496,0.81,3136,0.6,31766,5.7,95,7621,51857,9.4,237675,122439
2022,Wilton,Fairfield,P,9,18460,132276,7.2,11609,0.63,11065,0.6,201654,10.9,471,14735,135530,7.3,3494717,1661718
2022,Winchester - Beardsley,Litchfield,P,149,15221,17940,1.2,5160,0.34,2808,0.2,51175,3.4,161,3450,25703,1.7,435245,196260
2022,Windham - Guilford Sm,Windham,N,,,,,,,,,,,0,0,,,,
2022,Windham - Willimantic,Windham,P,169,24362,39908,1.6,2676,0.11,,,22925,0.9,601,3925,41293,1.7,603974,535545
2022,Windham - Windham Free,Windham,N,169,,4888,0.2,454,0.02,416,0,4350,0.2,6,241,7565,0.3,69283,25917
2022,Windsor,Hartford,P,93,29376,155817,5.3,9383,0.32,51281,1.7,189843,6.5,818,9703,131351,4.5,1805198,987220
2022,Windsor Locks,Hartford,P,94,12531,19329,1.5,2209,0.18,500,0,42597,3.4,82,655,54014,4.3,514955,304942
2022,Wolcott,New Haven,P,129,16160,33636,2.1,2644,0.16,833,0.1,49266,3,328,5012,61651,3.8,443383,227547
2022,Woodbridge,New Haven,P,34,9045,51600,5.7,4454,0.49,3955,0.4,151894,16.8,127,1524,81515,9,788218,517562
2022,Woodbury,Litchfield,P,57,9761,65976,6.8,3331,0.34,6375,0.7,98515,10.1,538,9319,91801,9.4,732119,476386
2022,Woodstock - Bracken,Windham,P,98,8221,4000,0.5,2167,0.26,2000,0.2,5499,0.7,28,368,14525,1.8,15300,7020
2022,Woodstock - May,Windham,N,98,,1441,0.2,600,0.07,,,2464,0.3,4,8,10055,1.2,31467,11410
2022,Woodstock - North,Windham,N,,,0,0,0,0,0,0,0,0,0,0,,0,0,0
2022,Woodstock - West,Windham,N,98,,3133,0.4,920,0.11,30,0,7092,0.9,155,1465,10615,1.3,44878,17293
2023,Andover,Tolland,P,111,3150,6100,1.9,1701,0.54,473,0.2,14399,4.6,117,1207,23873,7.6,110143,79014
2023,Ansonia,New Haven,P,159,18923,28600,1.5,2659,0.14,10920,0.6,27016,1.4,182,4141,63746,3.4,459359,312051
2023,Ashford-Babcock,Windham,P,133,4222,4901,1.2,765,0.18,717,0.2,5959,1.4,163,2034,29191,6.9,193448,100409
2023,Avon,Hartford,P,25,18871,116003,6.1,6869,0.36,27723,1.5,278312,14.7,885,31757,107315,5.7,1881696,1082550
2023,Beacon Falls,New Haven,P,122,6126,9362,1.5,1221,0.2,1100,0.2,18226,3,273,6498,16253,2.7,231858,181733
2023,Berlin - East Berlin,Hartford,N,,,,,,,,,,,,,,,,
2023,Berlin Free,Hartford,N,,,,,,,,,,,,,,,,
2023,Berlin-Peck,Hartford,P,59,20197,75990,3.8,6134,0.3,14513,0.7,191357,9.5,341,7609,90379,4.5,1264520,748604
2023,Bethany - Clark,New Haven,P,51,5277,8013,1.5,2179,0.41,150,0,41175,7.8,200,1022,32318,6.1,341825,155745
2023,Bethel,Fairfield,P,79,20684,51772,2.5,6073,0.29,15486,0.7,139628,6.8,771,10434,92514,4.5,982882,675525
2023,Bethlehem,Litchfield,P,86,3409,7296,2.1,2248,0.66,1100,0.3,9283,2.7,44,723,19392,5.7,120654,83915
2023,Bloomfield - Prosser,Hartford,P,71,21560,88036,4.1,8092,0.38,15328,0.7,133182,6.2,712,20250,86988,4,2375741,1498503
2023,Bolton - Bentley,Tolland,P,102,4834,15823,3.3,1443,0.3,239,0,30976,6.4,99,1615,46083,9.5,289307,236763
2023,Branford - Blackstone,New Haven,P,45,28148,111677,4,9292,0.33,11514,0.4,199446,7.1,826,13713,61698,2.2,1850829,909941
2023,Branford - Willoughby,New Haven,N,45,,21424,0.8,1250,0.04,,,28196,1,161,3904,24031,0.9,291314,213274
2023,Bridgeport,Fairfield,P,165,148377,180733,1.2,14893,0.1,45419,0.3,246235,1.7,1928,22665,540460,3.6,10022580,3676629
2023,Bridgewater - Burnham,Litchfield,P,14,1652,22370,13.5,569,0.34,255,0.2,18865,11.4,242,4013,28655,17.3,223940,130227
2023,Bristol,Hartford,P,146,61330,157251,2.6,13618,0.22,24663,0.4,263857,4.3,1357,28368,229025,3.7,2576442,1849979
2023,Brookfield,Fairfield,P,39,17543,66471,3.8,5530,0.32,8305,0.5,121778,6.9,609,11128,62670,3.6,937447,698794
2023,Brooklyn,Windham,P,142,8502,4489,0.5,3632,0.43,872,0.1,10193,1.2,24,171,24294,2.9,159502,77995
2023,Burlington,Hartford,P,67,9710,35182,3.6,2403,0.25,4084,0.4,68588,7.1,303,5582,52483,5.4,453768,292968
