,Fiscal Year,Library,County,Principal Public?,AENGLC Rank,Population of Service Area,Total Library Visits,Library Visits Per Capita Served,Total Registered Borrowers,Percent of Residents with Library Cards,Reference Questions,Reference Questions Per Capita Served,Total Circulation,Circulation Per Capita Served,Total Programs (Synchronous + Prerecorded),Total Program Attendance & Views,Total Collection,Collection Per Capita Served,Total Operating Income,Wages & Salaries Expenditures,Population Bin
1464,2004,Bolton - Bentley,Tolland,P,100.0,5199.0,35000.0,6.7,3557.0,0.68,2168.0,0.4,57876.0,11.1,58.0,1017.0,49204.0,9.5,191181.0,133897.0,"(483.934, 15438.6]"
1465,2004,Branford - Blackstone,New Haven,P,50.0,29136.0,70000.0,2.4,9050.0,0.31,67097.0,2.3,162324.0,5.6,377.0,16234.0,84725.0,2.9,1063665.0,524233.0,"(15438.6, 30245.2]"
1466,2004,Branford - Willoughby,New Haven,N,84.5308740978348,21222.776174062903,8500.0,0.3,4672.0,0.2,1050.0,0.7465547060014956,30063.0,1.0,320.0,10300.0,20280.0,0.7,176724.0,111769.0,"(15438.6, 30245.2]"
1467,2004,Bridgeport,Fairfield,P,164.0,139664.0,433999.0,3.1,64634.0,0.46,176542.0,1.3,482695.0,3.5,826.0,13619.0,524904.0,3.8,3652771.0,2880491.0,"(133891.4, 148698.0]"
1468,2004,Bridgewater - Burnham,Litchfield,P,16.0,1882.0,19125.0,10.2,1034.0,0.55,835.0,0.4,28050.0,14.9,197.0,4278.0,31876.0,16.9,96442.0,56519.0,"(483.934, 15438.6]"
1469,2004,Bristol,Hartford,P,134.0,60772.0,290000.0,4.8,17606.0,0.29,38722.0,0.6,363321.0,6.0,923.0,24871.0,167278.0,2.8,1531325.0,1064585.0,"(59858.4, 74665.0]"
1470,2004,Brookfield,Fairfield,P,34.0,16037.0,105204.0,6.6,6409.0,0.4,2416.0,0.2,151727.0,9.5,326.0,8575.0,57271.0,3.6,513871.0,345463.0,"(15438.6, 30245.2]"
1471,2004,Brooklyn,Windham,P,151.0,7487.0,9050.0,1.2,2835.0,0.38,1200.0,0.2,12952.0,1.7,7.0,150.0,22692.0,3.0,84830.0,46328.0,"(483.934, 15438.6]"
1472,2004,Burlington,Hartford,P,75.0,8808.0,33350.0,3.8,3519.0,0.4,1108.0,0.1,53543.0,6.1,197.0,3567.0,42247.0,4.8,204495.0,134035.0,"(483.934, 15438.6]"
1473,2004,Canaan - David Hunt,Litchfield,P,38.0,1099.0,18044.0,16.4,782.0,0.71,1819.0,1.7,16494.0,15.0,124.0,3331.0,28649.0,26.1,97503.0,55647.0,"(483.934, 15438.6]"
1474,2004,Canterbury,Windham,P,148.0,4918.0,17927.0,3.6,2504.0,0.51,3600.0,0.7,30471.0,6.2,12.0,537.0,16692.0,3.4,66670.0,44800.0,"(483.934, 15438.6]"
1475,2004,Canton,Hartford,P,64.0,9413.0,114200.0,12.1,4423.0,0.47,16850.0,1.8,146626.0,15.6,319.0,5831.0,58412.0,6.2,391714.0,282616.0,"(483.934, 15438.6]"
1476,2004,Chaplin,Windham,P,147.0,2372.0,6900.0,2.9,660.0,0.28,90.0,0.0,9641.0,4.1,10.0,185.0,13348.0,5.6,54638.0,21878.0,"(483.934, 15438.6]"
1477,2004,Cheshire,New Haven,P,63.0,29187.0,100000.0,3.4,25107.0,0.86,31436.0,1.1,358286.0,12.3,270.0,6022.0,120163.0,4.1,1185709.0,909154.0,"(15438.6, 30245.2]"
1478,2004,Chester,Middlesex,P,60.0,3839.0,22500.0,5.9,2982.0,0.78,1170.0,0.3,34038.0,8.9,56.0,1358.0,16645.0,4.3,84514.0,62296.0,"(483.934, 15438.6]"
1479,2004,Clinton - Henry C. Hull,Middlesex,P,86.0,13645.0,136000.0,10.0,7302.0,0.54,34000.0,2.5,381745.0,28.0,309.0,7972.0,71919.0,5.3,620683.0,347220.0,"(483.934, 15438.6]"
1480,2004,Colchester - Cragin,New London,P,128.0,15158.0,120000.0,7.9,11400.0,0.75,2100.0,0.1,157358.0,10.4,416.0,7446.0,55997.0,3.7,551559.0,313098.0,"(483.934, 15438.6]"
1481,2004,Columbia - S.B. Little,Tolland,P,79.0,5228.0,14200.0,2.7,3033.0,0.58,20040.20407729879,0.7465547060014956,58824.0,11.3,90.0,1735.0,38225.0,7.3,215384.0,103980.0,"(483.934, 15438.6]"
1482,2004,Cornwall,Litchfield,P,14.0,1464.0,8300.0,5.7,954.0,0.65,20040.20407729879,0.7465547060014956,16414.0,11.2,171.0,2313.0,20553.0,14.0,131043.0,44268.0,"(483.934, 15438.6]"
1483,2004,Coventry - Booth Dim,Tolland,P,125.0,12108.0,50000.0,4.1,5142.0,0.42,4807.0,0.4,86384.0,7.1,172.0,4819.0,54877.0,4.5,264128.0,147080.0,"(483.934, 15438.6]"
1484,2004,Cromwell,Middlesex,P,80.0,13471.0,80244.0,6.0,5582.0,0.41,5544.0,0.4,98878.0,7.3,162.0,4118.0,63783.0,4.7,439424.0,309601.0,"(483.934, 15438.6]"
1485,2004,Danbury,Fairfield,P,91.0,77353.0,530556.0,6.9,30308.0,0.39,53054.0,0.7,633597.0,8.2,400.0,9168.0,115207.0,1.5,2091182.0,1426600.0,"(74665.0, 89471.6]"
1486,2004,Darien,Fairfield,P,3.0,19921.0,421488.0,21.2,15820.0,0.79,45084.0,2.3,738913.0,37.1,686.0,18311.0,191380.0,9.6,2588957.0,1406773.0,"(15438.6, 30245.2]"
1487,2004,Deep River,Middlesex,P,76.0,4746.0,38203.0,8.0,4500.0,0.95,3105.0,0.7,42722.0,9.0,160.0,1693.0,29547.0,6.2,118557.0,73299.0,"(483.934, 15438.6]"
1488,2004,Derby,New Haven,P,139.0,12593.0,68500.0,5.4,6042.0,0.48,4300.0,0.3,40283.0,3.2,213.0,4633.0,46984.0,3.7,384068.0,202835.0,"(483.934, 15438.6]"
1489,2004,Derby Neck,New Haven,P,84.5308740978348,21222.776174062903,29245.0,1.8,1592.0,0.1,920.0,0.1,35993.0,2.1,343.0,3314.0,55489.0,4.4,366593.0,156770.0,"(15438.6, 30245.2]"
1490,2004,Durham,Middlesex,P,78.0,7134.0,96900.0,13.6,4798.0,0.67,9650.0,1.4,138749.0,19.4,358.0,10265.0,56980.0,8.0,409866.0,233178.0,"(483.934, 15438.6]"
1491,2004,East Granby,Hartford,P,48.0,4977.0,66000.0,13.3,3266.0,0.66,989.0,0.2,49235.0,9.9,260.0,2883.0,38948.0,7.8,206273.0,89915.0,"(483.934, 15438.6]"
1492,2004,East Haddam,Middlesex,P,82.0,8711.0,18775.0,2.2,3987.0,0.46,389.0,0.0,27922.0,3.2,42.0,674.0,18253.0,2.1,106880.0,61132.0,"(483.934, 15438.6]"
1493,2004,East Haddam - Rathbun,Middlesex,N,84.5308740978348,21222.776174062903,35497.0,3.6,2687.0,0.3,6720.0,0.8,34772.0,3.6,124.0,1238.0,25331.0,2.9,170881.0,113754.0,"(15438.6, 30245.2]"
1494,2004,East Hampton,Middlesex,P,106.0,11660.0,86444.0,7.4,6033.0,0.52,8710.0,0.7,96660.0,8.3,346.0,7763.0,54837.0,4.7,295657.0,190525.0,"(483.934, 15438.6]"
1495,2004,East Hartford,Hartford,P,145.0,49596.0,85700.0,1.7,12737.0,0.26,38424.0,0.8,177301.0,3.6,365.0,6098.0,198624.0,4.0,866634.0,616074.0,"(45051.8, 59858.4]"
1496,2004,East Haven - Hagaman,New Haven,P,150.0,28710.0,100000.0,3.5,17272.0,0.6,5341.0,0.2,145146.0,5.1,144.0,3882.0,76698.0,2.7,643047.0,359084.0,"(15438.6, 30245.2]"
1497,2004,East Lyme,New London,P,85.0,18537.0,75000.0,4.0,18981.0,1.02,5029.0,0.3,156374.0,8.4,548.0,10352.0,116846.0,6.3,826663.0,485787.0,"(15438.6, 30245.2]"
1498,2004,East Windsor - Warehouse,Hartford,P,102.0,10185.0,27652.0,2.7,3260.0,0.32,9653.0,0.9,64009.0,6.3,138.0,1137.0,36243.0,3.6,311930.0,166174.0,"(483.934, 15438.6]"
1499,2004,Eastford,Windham,P,127.0,1676.0,5390.0,3.2,618.0,0.37,20040.20407729879,0.7465547060014956,10722.0,6.4,13.0,148.0,13480.0,8.0,35911.0,21192.0,"(483.934, 15438.6]"
1500,2004,Easton,Fairfield,P,9.0,7482.0,74731.0,10.0,4960.0,0.66,13834.0,1.8,139337.0,18.6,61.0,2051.0,70422.0,9.4,429297.0,252136.0,"(483.934, 15438.6]"
1501,2004,Ellington - Hall,Tolland,P,118.0,13952.0,94585.0,6.8,7378.0,0.53,3816.0,0.3,127980.0,9.2,230.0,3327.0,60889.0,4.4,443642.0,244110.0,"(483.934, 15438.6]"
1502,2004,Enfield,Hartford,P,136.0,45539.0,272072.0,6.0,15266.0,0.34,31836.0,0.7,333835.0,7.3,508.0,14033.0,134532.0,3.0,1115543.0,832497.0,"(45051.8, 59858.4]"
1503,2004,Essex,Middlesex,P,27.0,6800.0,51250.0,7.5,4728.0,0.7,6760.0,1.0,55977.0,8.2,191.0,4810.0,30206.0,4.4,276340.0,154846.0,"(483.934, 15438.6]"
1504,2004,Essex - Ivoryton,Middlesex,N,84.5308740978348,21222.776174062903,17000.0,2.2,3529.0,0.5,2400.0,0.3,13558.0,2.0,102.0,1976.0,13125.0,1.9,93428.0,39025.0,"(15438.6, 30245.2]"
1505,2004,Fairfield,Fairfield,P,21.0,58407.0,468720.0,8.0,61041.0,1.05,64399.0,1.1,722443.0,12.4,435.0,7809.0,337334.0,5.8,3212451.0,1954735.0,"(45051.8, 59858.4]"
1506,2004,Fairfield - Pequot,Fairfield,N,84.5308740978348,21222.776174062903,108108.0,1.8,4218.0,0.1,6773.0,0.1,62528.0,1.0,235.0,14163.0,105107.0,1.8,919258.0,478592.0,"(15438.6, 30245.2]"
1507,2004,Farmington,Hartford,P,25.0,24507.0,251044.0,10.2,10201.0,0.42,25964.0,1.1,380120.0,15.5,997.0,23585.0,171870.0,7.0,1350848.0,1145355.0,"(15438.6, 30245.2]"
1508,2004,Glastonbury - Wells-T.,Hartford,P,41.0,32789.0,310850.0,9.5,15423.0,0.47,16277.0,0.5,552371.0,16.8,377.0,13309.0,137915.0,4.2,1545462.0,765956.0,"(30245.2, 45051.8]"
1509,2004,"Glastonbury, East",Hartford,N,84.5308740978348,21222.776174062903,11700.0,0.4,250.0,0.01,20040.20407729879,0.7465547060014956,12088.0,0.4,2.0,45.0,15025.0,0.5,24772.0,558367.0520278732,"(15438.6, 30245.2]"
1510,2004,Goshen,Litchfield,P,32.0,2928.0,17051.0,5.8,2503.0,0.85,242.0,0.1,29579.0,10.1,100.0,1902.0,28692.0,9.8,118554.0,79361.0,"(483.934, 15438.6]"
1511,2004,Granby,Hartford,P,65.0,10869.0,90308.0,8.3,7499.0,0.69,17716.0,1.6,161147.0,14.8,396.0,5951.0,66542.0,6.1,358777.0,282405.0,"(483.934, 15438.6]"
1512,2004,Greenwich,Fairfield,P,1.0,61972.0,751280.0,12.1,48950.0,0.79,196934.0,3.2,1342903.0,21.7,1415.0,51079.0,450580.0,7.3,7661688.0,4451347.0,"(59858.4, 74665.0]"
1513,2004,Greenwich - Perrot,Fairfield,N,84.5308740978348,21222.776174062903,210998.0,3.4,7789.0,0.1,20040.20407729879,0.7465547060014956,232348.0,3.2,370.0,9710.0,71646.0,1.2,1182002.0,835910.0,"(15438.6, 30245.2]"
1514,2004,Griswold - Slater,New London,P,158.0,11087.0,29958.0,2.7,7842.0,0.71,3600.0,0.3,33332.0,3.0,94.0,1483.0,19433.0,1.8,180026.0,61808.0,"(483.934, 15438.6]"
1515,2004,Groton,New London,P,113.0,40020.0,270000.0,6.7,36654.0,0.92,43628.0,1.1,362455.0,9.1,678.0,13888.0,132398.0,3.3,1992710.0,1278270.0,"(30245.2, 45051.8]"
1516,2004,Groton - Bill,New London,N,84.5308740978348,40020.0,15000.0,0.4,850.0,0.0,20040.20407729879,0.7465547060014956,15909.0,0.4,1.0,10.0,22061.0,0.6,173157.0,81996.0,"(30245.2, 45051.8]"
1517,2004,Groton - Mystic,New London,N,84.5308740978348,21222.776174062903,68980.0,1.7,6985.0,0.2,20040.20407729879,0.7465547060014956,86598.0,2.2,185.0,9126.116605616606,49513.0,1.2,419754.0,224404.0,"(15438.6, 30245.2]"
1518,2004,Guilford,New Haven,P,40.0,22082.0,98100.0,4.4,16435.0,0.74,22728.0,1.0,273477.0,12.4,429.0,12526.0,128676.0,5.8,930199.0,727858.0,"(15438.6, 30245.2]"
1519,2004,Haddam - Brainerd,Middlesex,P,49.0,7459.0,48686.0,6.5,3762.0,0.5,4286.0,0.6,47583.0,6.4,249.0,3949.0,31107.0,4.2,249541.0,131711.0,"(483.934, 15438.6]"
1520,2004,Hamden,New Haven,P,122.0,58476.0,369420.0,6.3,24558.0,0.42,52390.0,0.9,449305.0,7.7,258.0,5042.0,202118.0,3.5,1708209.0,1265829.0,"(45051.8, 59858.4]"
1521,2004,Hampton - Fletcher,Windham,P,131.0,1912.0,2790.0,1.5,861.0,0.45,51.0,0.0,5957.0,3.1,36.0,180.0,13728.0,7.2,28997.0,3.0,"(483.934, 15438.6]"
1522,2004,Hartford,Hartford,P,168.0,124387.0,601669.0,4.8,91068.0,0.73,573513.0,4.6,559887.0,4.5,3654.0,78645.0,495210.0,4.0,6278472.0,4416724.0,"(119084.8, 133891.4]"
1523,2004,Hartland,Hartford,P,104.0,2068.0,325.0,0.2,1196.0,0.58,35.0,0.0,827.0,0.4,412.53696576868543,9126.116605616606,83112.3281921241,5.430722671096042,5868.0,558367.0520278732,"(483.934, 15438.6]"
1524,2004,Harwinton,Litchfield,P,58.0,5495.0,24521.0,4.5,3063.0,0.56,1904.0,0.3,45048.0,8.2,153.0,2661.0,33066.0,6.0,129808.0,92574.0,"(483.934, 15438.6]"
1525,2004,Hebron - Douglas,Tolland,P,96.0,9047.0,104015.0,11.5,4926.0,0.54,20040.20407729879,0.7465547060014956,105039.0,11.6,36.0,3195.0,45881.0,5.1,352386.0,221818.0,"(483.934, 15438.6]"
1526,2004,Kent,Litchfield,P,33.0,2920.0,43900.0,15.0,2425.0,0.83,1204.0,0.4,21506.0,7.4,110.0,2710.0,20345.0,7.0,169343.0,86216.0,"(483.934, 15438.6]"
1527,2004,Killingly,Windham,P,157.0,16940.0,78164.0,4.6,13787.0,0.81,3700.0,0.2,126814.0,7.5,342.0,6210.0,66392.0,3.9,561328.0,305567.0,"(15438.6, 30245.2]"
1528,2004,Killingworth,Middlesex,P,59.0,6373.0,36596.0,5.7,3574.0,0.56,1857.0,0.3,67171.0,10.5,144.0,2063.0,32716.0,5.1,240987.0,128053.0,"(483.934, 15438.6]"
1529,2004,Lebanon - JonTrumbull,New London,P,130.0,7145.0,88550.0,12.4,1950.0,0.27,3155.0,0.4,45832.0,6.4,116.0,2445.0,41170.0,5.8,155714.0,76331.0,"(483.934, 15438.6]"
1530,2004,Ledyard,New London,P,117.0,15003.0,85159.0,5.7,7697.0,0.51,10288.0,0.7,161630.0,10.8,316.0,6976.0,75690.0,5.0,509072.0,334891.0,"(483.934, 15438.6]"
1531,2004,Litchfield - OWL,Litchfield,P,53.0,8531.0,45196.0,5.3,5821.0,0.68,5572.0,0.7,72309.0,8.5,228.0,5477.0,53568.0,6.3,410843.0,214619.0,"(483.934, 15438.6]"
1532,2004,"Litchfield, Gilbert",Litchfield,N,84.5308740978348,21222.776174062903,3100.0,0.4,448.0,0.1,20040.20407729879,0.7465547060014956,3716.0,0.3,4.0,50.0,9826.0,1.2,18252.0,9300.0,"(15438.6, 30245.2]"
1533,2004,Lyme,New London,P,15.0,2094.0,10994.0,5.3,1094.0,0.52,876.0,0.4,18934.0,9.0,40.0,407.0,25123.0,12.0,133424.0,67603.0,"(483.934, 15438.6]"
1534,2004,Madison - E.C.Scranton,New Haven,P,24.0,18698.0,113920.0,6.1,11236.0,0.6,15665.0,0.8,293456.0,15.7,675.0,13249.0,108860.0,5.8,1137210.0,518158.0,"(15438.6, 30245.2]"
1535,2004,Manchester,Hartford,P,124.0,55390.0,401207.0,7.2,23169.0,0.42,45391.0,0.8,859812.0,15.5,640.0,15946.0,208689.0,3.8,2444488.0,1420623.0,"(45051.8, 59858.4]"
1536,2004,Mansfield,Tolland,P,165.0,23324.0,113300.0,4.9,5722.0,0.25,2613.0,0.1,239013.0,10.2,512.0,11346.0,76589.0,3.3,511286.0,392733.0,"(15438.6, 30245.2]"
1537,2004,Marlborough-Richmond,Hartford,P,73.0,6094.0,53642.0,8.8,3166.0,0.52,3486.0,0.6,149605.0,24.5,100.0,4491.0,44463.0,7.3,315234.0,186600.0,"(483.934, 15438.6]"
1538,2004,Meriden,New Haven,P,154.0,58962.0,299500.0,5.1,39892.0,0.68,75690.0,1.3,512680.0,8.7,898.0,47314.0,275690.0,4.7,1793753.0,1433214.0,"(45051.8, 59858.4]"
1539,2004,Middlebury,New Haven,P,31.0,6745.0,54500.0,8.1,5522.0,0.82,7100.0,1.1,101693.0,15.1,520.0,12397.0,57016.0,8.5,331604.0,205962.0,"(483.934, 15438.6]"
1540,2004,Middlefield - Levi Coe,Middlesex,P,88.0,4301.0,25745.0,6.0,2530.0,0.59,2025.0,0.5,32392.0,7.5,132.0,2425.0,25787.0,6.0,200901.0,107282.0,"(483.934, 15438.6]"
1541,2004,Middletown - Russell,Middlesex,P,121.0,46918.0,312805.0,6.7,21737.0,0.46,98786.0,2.1,628983.0,13.4,481.0,17097.0,193192.0,4.1,2552772.0,1893138.0,"(45051.8, 59858.4]"
1542,2004,Milford,New Haven,P,68.0,53869.0,108243.81620957839,5.409180655736961,30214.0,0.56,36546.0,0.7,283382.0,5.3,312.0,4469.0,129783.0,2.4,935003.0,681770.0,"(45051.8, 59858.4]"
1543,2004,Monroe - Edith Wheeler,Fairfield,P,55.0,19614.0,111679.0,5.7,8818.0,0.45,11511.0,0.6,163100.0,8.3,213.0,4860.0,84268.0,4.3,527796.0,352627.0,"(15438.6, 30245.2]"
1544,2004,Montville - Raymond,New London,P,137.0,19718.0,14092.0,0.7,8475.0,0.43,687.0,0.0,30100.0,1.5,9.0,387.0,21671.0,1.1,56417.0,40893.0,"(15438.6, 30245.2]"
1545,2004,Morris,Litchfield,P,52.0,2388.0,8000.0,3.4,1300.0,0.54,450.0,0.2,30398.0,12.7,50.0,571.0,17831.0,7.5,67054.0,60018.0,"(483.934, 15438.6]"
1546,2004,Naugatuck - Howard W.,New Haven,P,146.0,31700.0,148593.0,4.7,10399.0,0.33,13551.0,0.4,92540.0,2.9,329.0,5807.0,83792.0,2.6,744847.0,459664.0,"(30245.2, 45051.8]"
1547,2004,New Britain,Hartford,P,166.0,71572.0,282269.0,3.9,24871.0,0.35,123443.0,1.7,372505.0,5.2,1730.0,38581.0,246580.0,3.4,2664569.0,1500073.0,"(59858.4, 74665.0]"
1548,2004,New Canaan,Fairfield,P,2.0,19839.0,406560.0,20.5,17275.0,0.87,45357.0,2.3,415871.0,21.0,713.0,18088.0,173554.0,8.7,1898700.0,1052351.0,"(15438.6, 30245.2]"
1549,2004,New Fairfield,Fairfield,P,43.0,14179.0,95108.0,6.7,12321.0,0.87,20040.20407729879,0.7465547060014956,183708.0,13.0,188.0,5399.0,58764.0,4.1,425261.0,327238.0,"(483.934, 15438.6]"
1550,2004,New Hartford-Bakerville,Litchfield,N,84.5308740978348,21222.776174062903,8750.0,1.3,704.0,0.2,120.0,0.0,24542.0,3.6,60.0,42.0,13792.0,2.1,8835.0,558367.0520278732,"(15438.6, 30245.2]"
1551,2004,New Hartford-Licia M.B.,Litchfield,P,83.0,6548.0,55000.0,8.4,4726.0,0.72,7500.0,1.1,82776.0,12.6,160.0,3053.0,42381.0,6.5,268652.0,128706.0,"(483.934, 15438.6]"
1552,2004,New Haven,New Haven,P,169.0,124662.0,414221.0,3.3,33078.0,0.27,142002.0,1.1,248542.0,2.0,2104.0,19846.0,434423.0,3.5,7444640.0,2284806.0,"(119084.8, 133891.4]"
1553,2004,New London,New London,P,163.0,26201.0,225000.0,8.6,24329.0,0.93,26929.0,1.0,164588.0,6.3,294.0,5580.0,79290.0,3.0,761911.0,341388.0,"(15438.6, 30245.2]"
1554,2004,New Milford,Litchfield,P,69.0,28211.0,187000.0,6.6,17980.0,0.64,15950.0,0.6,228488.0,8.1,601.0,13702.0,138978.0,4.9,1468713.0,564419.0,"(15438.6, 30245.2]"
1555,2004,Newington - LucyWelles,Hartford,P,95.0,29695.0,276085.0,9.3,13213.0,0.44,68678.0,2.3,422926.0,14.2,638.0,25471.0,145637.0,4.9,1613111.0,1113816.0,"(15438.6, 30245.2]"
1556,2004,Newtown - Cyr.Booth,Fairfield,P,42.0,26299.0,137000.0,5.2,23132.0,0.88,56257.0,2.1,255778.0,9.7,642.0,14876.0,116349.0,4.4,967241.0,577285.0,"(15438.6, 30245.2]"
1557,2004,Norfolk,Litchfield,P,37.0,1670.0,29048.0,17.4,1415.0,0.85,1877.0,1.1,37272.0,22.3,190.0,6421.0,32108.0,19.2,326215.0,139575.0,"(483.934, 15438.6]"
1558,2004,North Branford,New Haven,P,103.0,14228.0,49800.0,3.5,9535.0,0.67,4262.0,0.3,113087.0,7.9,399.0,6027.0,71788.0,5.0,532590.0,317720.0,"(483.934, 15438.6]"
1559,2004,North Canaan - Douglas,Litchfield,P,111.0,3375.0,15860.0,4.7,2500.0,0.74,860.0,0.3,17121.0,5.1,188.0,1222.0,18223.0,5.4,108674.0,42815.0,"(483.934, 15438.6]"
1560,2004,North Haven,New Haven,P,44.0,23628.0,117156.0,5.0,20063.0,0.85,4428.0,0.2,195885.0,8.3,243.0,5812.0,109526.0,4.6,783008.0,534576.0,"(15438.6, 30245.2]"
1561,2004,North Stonington-Wheeler,New London,P,93.0,5165.0,81044.0,15.7,3912.0,0.76,6000.0,1.2,70611.0,13.7,72.0,1435.0,35607.0,6.9,101064.0,53208.0,"(483.934, 15438.6]"
1562,2004,Norwalk,Fairfield,P,47.0,84170.0,450000.0,5.3,27849.0,0.33,38187.0,0.5,537036.0,6.4,381.0,13390.0,254079.0,3.0,2701950.0,2100100.0,"(74665.0, 89471.6]"
1563,2004,Norwalk - Rowayton,Fairfield,N,84.5308740978348,21222.776174062903,15000.0,0.1,4714.0,0.06,20040.20407729879,0.7465547060014956,27179.0,0.3,85.0,3250.0,33375.0,0.4,161045.0,99162.0,"(15438.6, 30245.2]"
1564,2004,Norwich - Otis,New London,P,160.0,36227.0,155000.0,4.3,21163.0,0.58,13380.0,0.4,156437.0,4.3,374.0,7687.0,101225.0,2.8,974507.0,595125.0,"(30245.2, 45051.8]"
1565,2004,Old Lyme - Phoebe,New London,P,23.0,7483.0,30000.0,4.0,6839.0,0.91,5789.0,0.8,70957.0,9.5,217.0,3183.0,41707.0,5.6,479046.0,271635.0,"(483.934, 15438.6]"
1566,2004,Old Saybrook - Acton,Middlesex,P,28.0,10535.0,147511.0,14.0,6551.0,0.62,5897.0,0.6,244218.0,23.2,415.0,7551.0,67900.0,6.4,542562.0,298287.0,"(483.934, 15438.6]"
1567,2004,Orange - Case,New Haven,P,26.0,13572.0,62653.0,4.6,12818.0,0.94,9557.0,0.7,146293.0,10.8,299.0,4389.0,97315.0,7.2,564518.0,301248.0,"(483.934, 15438.6]"
1568,2004,Oxford,New Haven,P,74.0,10729.0,14000.0,1.3,6057.0,0.56,4900.0,0.5,38727.0,3.6,102.0,937.0,27372.0,2.6,164977.0,107890.0,"(483.934, 15438.6]"
1569,2004,Plainfield - Aldrich,Windham,P,161.0,15174.0,10767.0,0.7,1944.0,0.13,3852.0,0.3,23890.0,1.6,4.0,28.0,35817.0,2.4,35910.0,17858.0,"(483.934, 15438.6]"
1570,2004,Plainfield - Central Village,Windham,N,84.5308740978348,21222.776174062903,108243.81620957839,5.409180655736961,1276.0,0.08,50.0,0.0,3552.0,0.2,11.0,112.0,83112.3281921241,5.430722671096042,923693.7385263783,21948.0,"(15438.6, 30245.2]"
1571,2004,Plainville,Hartford,P,123.0,17461.0,82698.0,4.7,6186.0,0.35,7477.0,0.4,152208.0,8.7,399.0,12100.0,103497.0,5.9,566002.0,348499.0,"(15438.6, 30245.2]"
1572,2004,Plymouth - Terryville,Litchfield,P,135.0,12067.0,108243.81620957839,5.409180655736961,4310.0,0.36,5380.0,0.4,64697.0,5.4,337.0,4909.0,59926.0,5.0,370370.0,214392.0,"(483.934, 15438.6]"
1573,2004,"Plymouth, Library Assn.",Litchfield,N,84.5308740978348,21222.776174062903,108243.81620957839,5.409180655736961,9394.4204,0.4818531889290012,20040.20407729879,0.7465547060014956,1408.0,0.1,412.53696576868543,9126.116605616606,9520.0,0.8,19073.0,13342.0,"(15438.6, 30245.2]"
1574,2004,Pomfret,Windham,P,109.0,3996.0,4940.0,1.2,2281.0,0.57,312.0,0.1,11746.0,2.9,26.0,307.0,26413.0,6.6,44903.0,23045.0,"(483.934, 15438.6]"
1575,2004,Portland,Middlesex,P,94.0,9264.0,111550.0,12.0,4404.0,0.48,3476.0,0.4,156214.0,16.9,225.0,4423.0,77687.0,8.4,559377.0,359909.0,"(483.934, 15438.6]"
1576,2004,Preston,New London,P,126.0,4801.0,15796.0,3.3,2353.0,0.49,502.0,0.1,23876.0,5.0,28.0,1413.0,26113.0,5.4,135883.0,78287.0,"(483.934, 15438.6]"
1577,2004,Prospect,New Haven,P,107.0,9161.0,30000.0,3.3,6850.0,0.75,7500.0,0.8,72123.0,7.9,106.0,1940.0,44442.0,4.9,248831.0,133948.0,"(483.934, 15438.6]"
1578,2004,Putnam,Windham,P,155.0,9079.0,23819.0,2.6,5959.0,0.66,6789.0,0.7,50053.0,5.5,114.0,2054.0,39169.0,4.3,335045.0,188170.0,"(483.934, 15438.6]"
1579,2004,Redding - Mark Twain,Fairfield,P,7.0,8572.0,58206.0,6.8,6028.0,0.7,2189.0,0.3,85898.0,10.0,283.0,4215.0,43038.0,5.0,470936.0,236296.0,"(483.934, 15438.6]"
1580,2004,Ridgefield,Fairfield,P,8.0,24131.0,395122.0,16.4,12650.0,0.52,18023.0,0.7,403864.0,16.7,737.0,16948.0,130924.0,5.4,1496580.0,960257.0,"(15438.6, 30245.2]"
1581,2004,Rocky Hill-Cora Belden,Hartford,P,67.0,18528.0,192237.0,10.4,7688.0,0.41,17314.0,0.9,260440.0,14.1,256.0,7537.0,68999.0,3.7,787292.0,583437.0,"(15438.6, 30245.2]"
1582,2004,Roxbury - Minor,Litchfield,P,10.0,2279.0,16494.0,7.2,1322.0,0.58,6926.0,3.0,25159.0,11.0,158.0,3375.0,36406.0,16.0,134218.0,87679.0,"(483.934, 15438.6]"
1583,2004,Salem,New London,P,105.0,4008.0,20280.0,5.1,3433.0,0.86,2496.0,0.6,44060.0,11.0,36.0,191.0,23085.0,5.8,20234.0,36913.0,"(483.934, 15438.6]"
1584,2004,Salisbury - Scoville,Litchfield,P,13.0,4033.0,57175.0,14.2,2918.0,0.72,4598.0,1.1,65990.0,16.4,70.0,1537.0,34976.0,8.7,344806.0,176926.0,"(483.934, 15438.6]"
1585,2004,Scotland,Windham,P,142.0,1640.0,1828.0,1.1,804.0,0.49,91.0,0.1,2889.0,1.8,4.0,17.0,10776.0,6.6,11810.0,9275.0,"(483.934, 15438.6]"
1586,2004,Seymour,New Haven,P,116.0,16045.0,136400.0,8.5,9569.0,0.6,7140.0,0.4,85056.0,5.3,169.0,4002.0,63160.0,3.9,464663.0,232290.0,"(15438.6, 30245.2]"
1587,2004,Sharon - Hotchkiss,Litchfield,P,18.0,3011.0,16200.0,5.4,1988.0,0.66,600.0,0.2,20783.0,6.9,64.0,400.0,23906.0,7.9,98514.0,76123.0,"(483.934, 15438.6]"
