,Fiscal Year,Library,County,Principal Public?,AENGLC Rank,Population of Service Area,Total Library Visits,Library Visits Per Capita Served,Total Registered Borrowers,Percent of Residents with Library Cards,Reference Questions,Reference Questions Per Capita Served,Total Circulation,Circulation Per Capita Served,Total Programs (Synchronous + Prerecorded),Total Program Attendance & Views,Total Collection,Collection Per Capita Served,Total Operating Income,Wages & Salaries Expenditures,Population Bin
3017,2012,North Haven,New Haven,P,52.0,24093.0,69160.0,2.9,11134.0,0.46,12938.0,0.5,180758.0,7.5,384.0,6674.0,107073.0,4.4,935796.0,628237.0,"(15438.6, 30245.2]"
3018,2012,North Stonington-Wheeler,New London,P,72.0,5297.0,62478.0,11.8,2710.0,0.51,5499.0,1.0,52513.0,9.9,199.0,10250.0,23061.0,4.4,121631.0,71500.0,"(483.934, 15438.6]"
3019,2012,Norwalk,Fairfield,N,35.0,85603.0,409503.0,4.8,28499.0,0.33,80214.0,0.9,680278.0,7.9,1170.0,27590.0,250645.0,2.9,3485469.0,2297931.0,"(74665.0, 89471.6]"
3020,2012,Norwalk - Rowayton,Fairfield,P,35.0,21222.776174062903,38000.0,0.4,4700.0,0.05,1000.0,0.0,62342.0,0.7,483.0,13167.0,31650.0,0.4,280110.0,169449.0,"(15438.6, 30245.2]"
3021,2012,Norwich - Otis,New London,P,156.0,40493.0,157300.0,3.9,36200.0,0.89,8122.0,0.2,149486.0,3.7,569.0,12388.0,72452.0,1.8,1202654.0,717672.0,"(30245.2, 45051.8]"
3022,2012,Old Lyme - Phoebe,New London,P,16.0,7603.0,48000.0,6.3,6890.0,0.91,2437.0,0.3,74335.0,9.8,340.0,5217.0,45757.0,6.0,624230.0,334991.0,"(483.934, 15438.6]"
3023,2012,Old Saybrook - Acton,Middlesex,P,27.0,10242.0,125939.0,12.3,5933.0,0.58,5828.0,0.6,152688.0,14.9,345.0,7471.0,64188.0,6.3,656965.0,390620.0,"(483.934, 15438.6]"
3024,2012,Orange - Case,New Haven,P,47.0,13956.0,96810.0,6.9,5802.0,0.42,11930.0,0.9,156182.0,11.2,239.0,7250.0,120889.0,8.7,581590.0,390123.0,"(483.934, 15438.6]"
3025,2012,Oxford,New Haven,P,71.0,12683.0,28205.0,2.2,4048.0,0.32,3900.0,0.3,37968.0,3.0,434.0,6900.0,31948.0,2.5,241116.0,188332.0,"(483.934, 15438.6]"
3026,2012,Plainfield - Aldrich,Windham,P,162.0,15405.0,8134.0,0.5,1908.0,0.12,600.0,0.0,16103.0,1.0,49.0,1123.0,15292.0,1.0,61218.0,27365.0,"(483.934, 15438.6]"
3027,2012,Plainville,Hartford,P,125.0,17716.0,126639.0,7.1,6560.0,0.37,8014.0,0.5,167754.0,9.5,292.0,10294.0,95529.0,5.4,612513.0,398847.0,"(15438.6, 30245.2]"
3028,2012,Plymouth - Terryville,Litchfield,P,145.0,12243.0,85000.0,6.9,4098.0,0.33,6517.0,0.5,64739.0,5.3,449.0,4839.0,63540.0,5.2,449109.0,254426.0,"(483.934, 15438.6]"
3029,2012,Pomfret,Windham,P,118.0,4247.0,11831.0,2.8,1979.0,0.47,1045.0,0.2,18304.0,4.3,257.0,1756.0,19462.0,4.6,81549.0,52500.0,"(483.934, 15438.6]"
3030,2012,Portland,Middlesex,P,105.0,9508.0,86280.0,9.1,4117.0,0.43,7759.0,0.8,150520.0,15.8,300.0,6218.0,73142.0,7.7,599293.0,442244.0,"(483.934, 15438.6]"
3031,2012,Preston,New London,P,119.0,4726.0,18168.0,3.8,2281.0,0.48,472.0,0.1,44144.0,9.3,120.0,1312.0,34941.0,7.4,139930.0,78019.0,"(483.934, 15438.6]"
3032,2012,Prospect,New Haven,P,103.0,9405.0,30800.0,3.3,4556.0,0.48,7900.0,0.8,59233.0,6.3,154.0,2543.0,45657.0,4.9,242807.0,143285.0,"(483.934, 15438.6]"
3033,2012,Putnam,Windham,P,147.0,9584.0,71648.0,7.5,5380.0,0.56,6000.0,0.6,89222.0,9.3,448.0,6090.0,38945.0,4.1,418365.0,226970.0,"(483.934, 15438.6]"
3034,2012,Redding - Mark Twain,Fairfield,P,14.0,9158.0,74512.0,8.1,5369.0,0.59,3458.0,0.4,125428.0,13.7,272.0,5420.0,58067.0,6.3,676156.0,364917.0,"(483.934, 15438.6]"
3035,2012,Ridgefield,Fairfield,P,84.5308740978348,21222.776174062903,108243.81620957839,5.409180655736961,9394.4204,0.4818531889290012,20040.20407729879,0.7465547060014956,151043.6314330958,7.838627452767229,412.53696576868543,9126.116605616606,83112.3281921241,5.430722671096042,923693.7385263783,558367.0520278732,"(15438.6, 30245.2]"
3036,2012,Rocky Hill-Cora Belden,Hartford,P,69.0,19709.0,148165.0,7.5,7941.0,0.4,20549.0,1.0,243972.0,12.4,460.0,10180.0,61369.0,3.1,883729.0,683526.0,"(15438.6, 30245.2]"
3037,2012,Roxbury - Minor,Litchfield,P,7.0,2262.0,18517.0,8.2,1289.0,0.57,5370.0,2.4,19128.0,8.5,101.0,2186.0,39289.0,17.4,279583.0,116567.0,"(483.934, 15438.6]"
3038,2012,Salem,New London,P,92.0,6778.0,34000.0,5.0,3440.0,0.51,560.0,0.1,57198.0,8.4,356.0,5114.0,31986.0,4.7,233125.0,93810.0,"(483.934, 15438.6]"
3039,2012,Salisbury - Scoville,Litchfield,P,12.0,3741.0,49107.0,13.1,2729.0,0.73,8332.0,2.2,75342.0,20.1,255.0,5510.0,37205.0,9.9,423579.0,218838.0,"(483.934, 15438.6]"
3040,2012,Scotland,Windham,P,138.0,1726.0,10341.0,6.0,956.0,0.55,83.0,0.0,25683.0,14.9,194.0,1570.0,15955.0,9.2,50118.0,32691.0,"(483.934, 15438.6]"
3041,2012,Seymour,New Haven,P,120.0,16540.0,145070.0,8.8,13322.0,0.81,5912.0,0.4,86140.0,5.2,136.0,3985.0,81475.0,4.9,626880.0,253625.0,"(15438.6, 30245.2]"
3042,2012,Sharon - Hotchkiss,Litchfield,P,10.0,2782.0,22000.0,7.9,1678.0,0.6,1700.0,0.6,15557.0,5.6,178.0,3295.0,11426.0,4.1,245442.0,94050.0,"(483.934, 15438.6]"
3043,2012,Shelton - Plumb,Fairfield,P,56.0,39559.0,178000.0,4.5,15136.0,0.38,8450.0,0.2,277051.0,7.0,1084.0,19199.0,151246.0,3.8,1114486.0,785196.0,"(30245.2, 45051.8]"
3044,2012,Sherman,Fairfield,P,24.0,3581.0,29000.0,8.1,2162.0,0.6,2400.0,0.7,37755.0,10.5,219.0,3678.0,27924.0,7.8,210072.0,107982.0,"(483.934, 15438.6]"
3045,2012,Simsbury,Hartford,P,48.0,23511.0,249750.0,10.6,14149.0,0.6,55306.0,2.4,477650.0,20.3,1117.0,34556.0,152592.0,6.5,1367831.0,952496.0,"(15438.6, 30245.2]"
3046,2012,Somers,Tolland,P,133.0,11444.0,71231.0,6.2,4299.0,0.38,4800.0,0.4,90820.0,7.9,215.0,4177.0,61090.0,5.3,435291.0,264524.0,"(483.934, 15438.6]"
3047,2012,South Windsor,Hartford,P,73.0,25709.0,223867.0,8.7,11999.0,0.47,14666.0,0.6,284824.0,11.1,507.0,9012.0,142839.0,5.6,1528421.0,749348.0,"(15438.6, 30245.2]"
3048,2012,Southbury,New Haven,P,51.0,19904.0,186737.0,9.4,9937.0,0.5,7705.0,0.4,343920.0,17.3,548.0,13245.0,106080.0,5.3,739912.0,439627.0,"(15438.6, 30245.2]"
3049,2012,Southington,Hartford,P,102.0,43069.0,306540.0,7.1,19258.0,0.45,129673.0,3.0,380892.0,8.8,360.0,13749.0,130334.0,3.0,1336340.0,947997.0,"(30245.2, 45051.8]"
3050,2012,Sprague,New London,P,152.0,2984.0,4631.0,1.6,1450.0,0.49,783.0,0.3,8852.0,3.0,78.0,1780.0,10859.0,3.6,65548.0,50404.0,"(483.934, 15438.6]"
3051,2012,Stafford,Tolland,P,142.0,12087.0,73272.0,6.1,5498.0,0.45,3231.0,0.3,80860.0,6.7,506.0,5016.0,54483.0,4.5,547817.0,312840.0,"(483.934, 15438.6]"
3052,2012,Stamford - Ferguson,Fairfield,P,26.0,122643.0,756883.0,6.2,51135.0,0.42,144652.0,1.2,1016331.0,8.3,1561.0,48331.0,509836.0,4.2,8115885.0,4553038.0,"(119084.8, 133891.4]"
3053,2012,Sterling,Windham,P,141.0,3830.0,6944.0,1.8,1225.0,0.32,915.0,0.2,38363.0,10.0,82.0,646.0,29312.0,7.7,76050.0,43575.0,"(483.934, 15438.6]"
3054,2012,Stonington,New London,P,42.0,18545.0,39465.0,2.1,5219.0,0.28,4165.0,0.2,57274.0,3.1,270.0,7318.0,37588.0,2.0,376634.0,221366.0,"(15438.6, 30245.2]"
3055,2012,Stratford,Fairfield,P,88.0,51384.0,245054.0,4.8,24571.0,0.48,60215.0,1.2,471610.0,9.2,1216.0,29748.0,170167.0,3.3,2940592.0,1721177.0,"(45051.8, 59858.4]"
3056,2012,Suffield - Kent,Hartford,P,100.0,15735.0,86971.0,5.5,8811.0,0.56,3288.0,0.2,87182.0,5.5,156.0,3729.0,72510.0,4.6,503258.0,318071.0,"(15438.6, 30245.2]"
3057,2012,Thomaston,Litchfield,P,127.0,7887.0,75000.0,9.5,3244.0,0.41,6325.0,0.8,81289.0,10.3,477.0,8356.0,46184.0,5.9,330348.0,202877.0,"(483.934, 15438.6]"
3058,2012,Thompson,Windham,P,146.0,9458.0,60187.0,6.4,5732.0,0.61,11676.0,1.2,77643.0,8.2,396.0,7011.0,54256.0,5.7,374068.0,264232.0,"(483.934, 15438.6]"
3059,2012,Tolland,Tolland,P,90.0,15052.0,70000.0,4.7,6436.0,0.43,7406.0,0.5,113844.0,7.6,198.0,3535.0,61749.0,4.1,393127.0,327165.0,"(483.934, 15438.6]"
3060,2012,Torrington,Litchfield,P,151.0,36383.0,81024.0,2.2,11368.0,0.31,3120.0,0.1,105399.0,2.9,363.0,7895.0,53934.0,1.5,638773.0,374793.0,"(30245.2, 45051.8]"
3061,2012,Trumbull,Fairfield,P,39.0,36018.0,282709.0,7.8,18743.0,0.52,19657.0,0.5,493464.0,13.7,684.0,13033.0,174970.0,4.9,1775777.0,1182564.0,"(30245.2, 45051.8]"
3062,2012,Union,Tolland,P,75.0,854.0,8800.0,10.3,564.0,0.66,35.0,0.0,5038.0,5.9,133.0,1733.0,12273.0,14.4,31977.0,14605.0,"(483.934, 15438.6]"
3063,2012,Vernon - Rockville,Tolland,P,154.0,29179.0,133517.0,4.6,14765.0,0.51,3793.0,0.1,126636.0,4.3,190.0,7116.0,78995.0,2.7,1048520.0,495463.0,"(15438.6, 30245.2]"
3064,2012,Voluntown,New London,P,129.0,2603.0,7847.0,3.0,2056.0,0.79,27.0,0.0,20879.0,8.0,89.0,670.0,19919.0,7.7,72880.0,39259.0,"(483.934, 15438.6]"
3065,2012,Wallingford,New Haven,P,86.0,45135.0,499200.0,11.1,24612.0,0.55,85000.0,1.9,700779.0,15.5,765.0,27796.0,247694.0,5.5,2833907.0,1531058.0,"(45051.8, 59858.4]"
3066,2012,Warren,Litchfield,P,17.0,1461.0,3661.0,2.5,434.0,0.3,45.0,0.0,14758.0,10.1,104.0,1233.0,10686.0,7.3,61869.0,31557.0,"(483.934, 15438.6]"
3067,2012,Washington - Gunn,Litchfield,P,8.0,3578.0,41035.0,11.5,2540.0,0.71,7696.0,2.2,63607.0,17.8,175.0,5462.0,48364.0,13.5,582441.0,202305.0,"(483.934, 15438.6]"
3068,2012,Waterbury - Silas Bron.,New Haven,P,165.0,110366.0,257152.0,2.3,23222.0,0.21,19079.0,0.2,222158.0,2.0,185.0,3593.0,254505.0,2.3,2239833.0,1499727.0,"(104278.2, 119084.8]"
3069,2012,Waterford,New London,P,40.0,19517.0,194335.0,10.0,9025.0,0.46,31175.0,1.6,231572.0,11.9,363.0,7098.0,84168.0,4.3,1400964.0,893565.0,"(15438.6, 30245.2]"
3070,2012,Watertown,Litchfield,P,109.0,22514.0,66602.0,3.0,11517.0,0.51,42362.0,1.9,69063.0,3.1,91.0,2497.0,82898.0,3.7,754681.0,399716.0,"(15438.6, 30245.2]"
3071,2012,West Hartford,Hartford,P,89.0,63268.0,536902.0,8.5,27040.0,0.43,73143.0,1.2,812179.0,12.8,1104.0,32029.0,240948.0,3.8,3050843.0,2419711.0,"(59858.4, 74665.0]"
3072,2012,West Haven,New Haven,P,161.0,55564.0,116272.0,2.1,17475.0,0.31,23130.0,0.4,167125.0,3.0,408.0,3578.0,121815.0,2.2,1635427.0,836257.0,"(45051.8, 59858.4]"
3073,2012,Westbrook,Middlesex,P,31.0,6938.0,45000.0,6.5,4048.0,0.58,12825.0,1.8,49036.0,7.1,472.0,7069.0,50627.0,7.3,369726.0,224661.0,"(483.934, 15438.6]"
3074,2012,Weston,Fairfield,P,5.0,10179.0,61147.0,6.0,7032.0,0.69,7852.0,0.8,50502.0,5.0,283.0,3988.0,50045.0,4.9,409432.0,264270.0,"(483.934, 15438.6]"
3075,2012,Westport,Fairfield,P,4.0,26391.0,473212.0,17.9,17806.0,0.67,214060.0,8.1,867566.0,32.9,1498.0,54887.0,203609.0,7.7,5106171.0,3105586.0,"(15438.6, 30245.2]"
3076,2012,Wethersfield,Hartford,P,87.0,26668.0,195422.0,7.3,12919.0,0.48,56420.0,2.1,389504.0,14.6,568.0,15627.0,107334.0,4.0,1697962.0,1057859.0,"(15438.6, 30245.2]"
3077,2012,Willington,Tolland,P,113.0,6041.0,30420.0,5.0,5081.0,0.84,20540.0,3.4,45887.0,7.6,45.0,3211.0,40022.0,6.6,170018.0,94688.0,"(483.934, 15438.6]"
3078,2012,Wilton,Fairfield,P,6.0,18062.0,275046.0,15.2,10745.0,0.59,41527.0,2.3,335531.0,18.6,953.0,30781.0,136211.0,7.5,3268964.0,1570281.0,"(15438.6, 30245.2]"
3079,2012,Winchester - Beardsley,Litchfield,N,140.0,16526.0,25049.0,1.5,5551.0,0.34,1687.0,0.1,63716.0,3.9,269.0,2630.0,54485.0,3.3,323795.0,154908.0,"(15438.6, 30245.2]"
3080,2012,Windham - Guilford Sm,Windham,P,166.0,21222.776174062903,6520.0,0.3,355.0,0.01,546.0,0.0,7310.0,0.3,69.0,1066.0,10350.0,0.4,62875.0,27500.0,"(15438.6, 30245.2]"
3081,2012,Windham - Willimantic,Windham,N,166.0,25268.0,140000.0,5.5,10394.0,0.41,1300.0,0.1,47954.0,1.9,117.0,1957.0,51294.0,2.0,727252.0,428000.0,"(15438.6, 30245.2]"
3082,2012,Windham - Windham Free,Windham,P,166.0,21222.776174062903,8500.0,0.3,773.0,0.03,725.0,0.0,9240.0,0.4,75.0,2020.0,7787.0,0.3,79651.0,24142.0,"(15438.6, 30245.2]"
3083,2012,Windsor,Hartford,P,83.0,29044.0,256521.0,8.8,14559.0,0.5,67622.0,2.3,307693.0,10.6,782.0,15311.0,157283.0,5.4,1544175.0,823250.0,"(15438.6, 30245.2]"
3084,2012,Windsor Locks,Hartford,P,96.0,12498.0,55000.0,4.4,5120.0,0.41,6000.0,0.5,88410.0,7.1,192.0,1968.0,57951.0,4.6,454760.0,267042.0,"(483.934, 15438.6]"
3085,2012,Wolcott,New Haven,P,121.0,16680.0,58862.0,3.5,6071.0,0.36,3137.0,0.2,80800.0,4.8,156.0,2553.0,61050.0,3.7,507693.0,280467.0,"(15438.6, 30245.2]"
3086,2012,Woodbridge,New Haven,P,25.0,8990.0,46000.0,5.1,5025.0,0.56,7829.0,0.9,189048.0,21.0,481.0,8294.0,84495.0,9.4,794433.0,511347.0,"(483.934, 15438.6]"
3087,2012,Woodbury,Litchfield,P,38.0,9975.0,66000.0,6.6,5262.0,0.53,7300.0,0.7,134106.0,13.4,605.0,12532.0,97677.0,9.8,632071.0,423790.0,"(483.934, 15438.6]"
3088,2012,Woodstock - Bracken,Windham,N,111.0,7964.0,5910.0,0.7,1271.0,0.16,2900.0,0.4,6005.0,0.8,25.0,354.0,18476.0,2.3,11962.0,4676.0,"(483.934, 15438.6]"
3089,2012,Woodstock - May,Windham,N,111.0,21222.776174062903,2300.0,0.3,545.0,0.07,55.0,0.0,3951.0,0.5,24.0,234.0,9694.0,1.2,23404.0,6744.0,"(15438.6, 30245.2]"
3090,2012,Woodstock - North,Windham,N,111.0,21222.776174062903,1216.0,0.2,345.0,0.04,18.0,0.0,6493.0,0.8,412.53696576868543,9126.116605616606,12104.0,1.5,19573.0,6233.0,"(15438.6, 30245.2]"
3091,2012,Woodstock - West,Windham,N,111.0,21222.776174062903,3278.0,0.4,1042.0,0.13,15.0,0.0,5898.0,0.7,66.0,526.0,9020.0,1.1,21394.0,6760.0,"(15438.6, 30245.2]"
3092,2013,Andover,Tolland,P,102.0,3272.0,12349.0,3.8,3222.0,0.98,1266.0,0.4,23724.0,7.3,143.0,1823.0,21393.0,6.5,112910.0,63503.0,"(483.934, 15438.6]"
3093,2013,Ansonia,New Haven,P,161.0,19158.0,89000.0,4.6,11076.0,0.58,16400.0,0.9,110145.0,5.7,775.0,6609.0,94129.0,4.9,515937.0,392125.0,"(15438.6, 30245.2]"
3094,2013,Ashford-Babcock,Windham,P,130.0,4284.0,14918.0,3.5,2851.0,0.67,2258.0,0.5,34643.0,8.1,265.0,4822.0,29620.0,6.9,175406.0,122656.0,"(483.934, 15438.6]"
3095,2013,Avon,Hartford,P,21.0,18283.0,146500.0,8.0,8738.0,0.48,20737.0,1.1,298495.0,16.3,472.0,13700.0,101860.0,5.6,1491345.0,766483.0,"(15438.6, 30245.2]"
3096,2013,Beacon Falls,New Haven,P,122.0,6065.0,15805.0,2.6,2203.0,0.36,2030.0,0.3,31512.0,5.2,267.0,3702.0,18086.0,3.0,270658.0,119244.0,"(483.934, 15438.6]"
3097,2013,Berlin - East Berlin,Hartford,N,76.0,21222.776174062903,1200.0,0.1,251.0,0.01,101.0,0.0,1775.0,0.1,412.53696576868543,9126.116605616606,8304.0,0.4,6641.0,4147.0,"(15438.6, 30245.2]"
3098,2013,Berlin Free,Hartford,N,76.0,21222.776174062903,3316.0,0.2,819.0,0.04,23.0,0.0,7807.0,0.4,401.0,3073.0,23060.0,1.1,40912.0,18000.0,"(15438.6, 30245.2]"
3099,2013,Berlin-Peck,Hartford,P,76.0,20463.0,118168.0,5.8,7273.0,0.36,15648.0,0.8,189872.0,9.3,501.0,7526.0,99555.0,4.9,1005599.0,611980.0,"(15438.6, 30245.2]"
3100,2013,Bethany - Clark,New Haven,P,58.0,5550.0,10445.0,1.9,3433.0,0.62,721.0,0.1,11759.0,2.1,88.0,1559.0,41287.0,7.4,167574.0,93963.0,"(483.934, 15438.6]"
3101,2013,Bethel,Fairfield,P,61.0,19161.0,127782.0,6.7,13575.0,0.71,19487.0,1.0,147849.0,7.7,155.0,4098.0,120430.0,6.3,757506.0,555905.0,"(15438.6, 30245.2]"
3102,2013,Bethlehem,Litchfield,P,66.0,3566.0,11309.0,3.2,2519.0,0.71,2130.0,0.6,22516.0,6.3,81.0,969.0,17460.0,4.9,125869.0,86700.0,"(483.934, 15438.6]"
3103,2013,Bloomfield - Prosser,Hartford,P,75.0,20602.0,112886.0,5.5,8674.0,0.42,20801.0,1.0,218901.0,10.6,869.0,15912.0,129274.0,6.3,2154741.0,1161915.0,"(15438.6, 30245.2]"
3104,2013,Bolton - Bentley,Tolland,P,90.0,4960.0,49550.0,10.0,1940.0,0.39,2942.0,0.6,44077.0,8.9,34.0,619.0,47145.0,9.5,243206.0,181101.0,"(483.934, 15438.6]"
3105,2013,Branford - Blackstone,New Haven,P,49.0,28024.0,207312.0,7.4,10416.0,0.37,77105.0,2.8,201185.0,7.2,565.0,20430.0,85721.0,3.1,1385482.0,732031.0,"(15438.6, 30245.2]"
3106,2013,Branford - Willoughby,New Haven,N,49.0,21222.776174062903,13970.0,0.5,2438.0,0.09,1200.0,0.0,21681.0,0.8,288.0,11300.0,20887.0,0.7,239873.0,159571.0,"(15438.6, 30245.2]"
3107,2013,Bridgeport,Fairfield,P,165.0,146425.0,429228.0,2.9,35040.0,0.24,115847.0,0.8,472352.0,3.2,744.0,11309.0,363640.0,2.5,6893768.0,2967289.0,"(133891.4, 148698.0]"
3108,2013,Bridgewater - Burnham,Litchfield,P,19.0,1702.0,20625.0,12.1,970.0,0.57,875.0,0.5,20027.0,11.8,260.0,2995.0,31911.0,18.7,122976.0,76494.0,"(483.934, 15438.6]"
3109,2013,Bristol,Hartford,P,137.0,60603.0,350000.0,5.8,18627.0,0.31,26953.0,0.4,311701.0,5.1,1331.0,35078.0,214288.0,3.5,2153624.0,1480348.0,"(59858.4, 74665.0]"
3110,2013,Brookfield,Fairfield,P,34.0,16783.0,99270.0,5.9,10924.0,0.65,3753.0,0.2,152680.0,9.1,451.0,9959.0,65180.0,3.9,614544.0,449369.0,"(15438.6, 30245.2]"
3111,2013,Brooklyn,Windham,P,158.0,8203.0,11054.0,1.3,3297.0,0.4,924.0,0.1,15158.0,1.8,132.0,1255.0,24272.0,3.0,119741.0,73163.0,"(483.934, 15438.6]"
3112,2013,Burlington,Hartford,P,57.0,9434.0,44741.0,4.7,4141.0,0.44,2947.0,0.3,74982.0,7.9,360.0,4757.0,56307.0,6.0,331621.0,194404.0,"(483.934, 15438.6]"
3113,2013,Canaan - David Hunt,Litchfield,P,27.0,1218.0,19623.0,16.1,919.0,0.75,1537.0,1.3,15672.0,12.9,306.0,3925.0,20385.0,16.7,142456.0,65427.0,"(483.934, 15438.6]"
3114,2013,Canterbury,Windham,P,141.0,5106.0,36295.0,7.1,2507.0,0.49,1389.0,0.3,45125.0,8.8,182.0,2904.0,20670.0,4.0,126385.0,94151.0,"(483.934, 15438.6]"
3115,2013,Canton,Hartford,P,55.0,10351.0,101109.0,9.8,4117.0,0.4,16208.0,1.6,168939.0,16.3,292.0,7581.0,86104.0,8.3,584453.0,426260.0,"(483.934, 15438.6]"
3116,2013,Chaplin,Windham,P,145.0,2286.0,7078.0,3.1,1550.0,0.68,936.0,0.4,8271.0,3.6,66.0,991.0,17084.0,7.5,73707.0,32238.0,"(483.934, 15438.6]"
3117,2013,Cheshire,New Haven,P,65.0,29300.0,170295.0,5.8,11137.0,0.38,33813.0,1.2,424041.0,14.5,502.0,12512.0,124576.0,4.3,1620733.0,1267130.0,"(15438.6, 30245.2]"
3118,2013,Chester,Middlesex,P,48.0,4245.0,16416.0,3.9,1637.0,0.39,1903.0,0.4,28300.0,6.7,103.0,1486.0,19471.0,4.6,130678.0,91821.0,"(483.934, 15438.6]"
3119,2013,Clinton - Henry C. Hull,Middlesex,P,74.0,13196.0,110404.0,8.4,9052.0,0.69,45800.0,3.5,269320.0,20.4,320.0,6383.0,85095.0,6.4,871089.0,526093.0,"(483.934, 15438.6]"
3120,2013,Colchester - Cragin,New London,P,118.0,16187.0,93604.0,5.8,8640.0,0.53,10353.0,0.6,136662.0,8.4,516.0,8954.0,64985.0,4.0,581814.0,353424.0,"(15438.6, 30245.2]"
3121,2013,Columbia - S.B. Little,Tolland,P,86.0,5461.0,32992.0,6.0,3238.0,0.59,20040.20407729879,0.7465547060014956,65144.0,11.9,175.0,2864.0,57142.0,10.5,345722.0,193824.0,"(483.934, 15438.6]"
3122,2013,Cornwall,Litchfield,P,11.0,1399.0,16328.0,11.7,829.0,0.59,884.0,0.6,22013.0,15.7,171.0,1855.0,29185.0,20.9,164924.0,74828.0,"(483.934, 15438.6]"
3123,2013,Coventry - Booth Dim,Tolland,P,116.0,12425.0,39659.0,3.2,7959.0,0.64,4717.0,0.4,106247.0,8.6,259.0,4091.0,54977.0,4.4,425862.0,235473.0,"(483.934, 15438.6]"
3124,2013,Cromwell,Middlesex,P,83.0,14217.0,112980.0,7.9,5088.0,0.36,6359.0,0.4,101622.0,7.1,226.0,4149.0,80969.0,5.7,544148.0,425886.0,"(483.934, 15438.6]"
3125,2013,Danbury,Fairfield,P,117.0,82807.0,383500.0,4.6,24311.0,0.29,80141.0,1.0,566325.0,6.8,682.0,13312.0,123620.0,1.5,2150595.0,1623192.0,"(74665.0, 89471.6]"
3126,2013,Darien,Fairfield,P,4.0,21114.0,410820.0,19.5,18888.0,0.89,86734.0,4.1,713539.0,33.8,1536.0,43551.0,136075.0,6.4,4408478.0,2009127.0,"(15438.6, 30245.2]"
3127,2013,Deep River,Middlesex,P,54.0,4603.0,32000.0,7.0,3030.0,0.66,2880.0,0.6,56250.0,12.2,156.0,1400.0,39307.0,8.5,236809.0,103417.0,"(483.934, 15438.6]"
3128,2013,Derby,New Haven,P,138.0,12830.0,98200.0,7.7,7651.0,0.6,7650.0,0.6,64905.0,5.1,492.0,9410.0,74482.0,5.8,469396.0,291772.0,"(483.934, 15438.6]"
3129,2013,Derby - Derby Neck,New Haven,N,138.0,21222.776174062903,56929.0,4.4,1596.0,0.12,7168.0,0.6,58308.0,4.5,756.0,22063.0,60856.0,4.7,497583.0,251935.0,"(15438.6, 30245.2]"
3130,2013,Durham,Middlesex,P,77.0,7368.0,72416.0,9.8,3852.0,0.5,4004.0,0.5,181132.0,24.6,321.0,4796.0,63405.0,8.6,514629.0,339308.0,"(483.934, 15438.6]"
3131,2013,East Granby,Hartford,P,63.0,5184.0,54673.0,10.5,4108.0,0.79,3359.0,0.6,50372.0,9.7,306.0,4065.0,39653.0,7.6,285262.0,149684.0,"(483.934, 15438.6]"
3132,2013,East Haddam,Middlesex,P,81.0,9158.0,24311.0,2.7,3216.0,0.35,300.0,0.0,21199.0,2.3,235.0,3050.0,21820.0,2.4,143900.0,88625.0,"(483.934, 15438.6]"
3133,2013,East Haddam - Rathbun,Middlesex,N,81.0,21222.776174062903,16818.0,1.8,1793.0,0.2,605.0,0.1,29041.0,3.2,142.0,1956.0,25115.0,2.7,190339.0,111379.0,"(15438.6, 30245.2]"
3134,2013,East Hampton,Middlesex,P,125.0,12940.0,124995.0,9.7,7333.0,0.57,9332.0,0.7,141451.0,10.9,445.0,13031.0,74477.0,5.8,438736.0,251311.0,"(483.934, 15438.6]"
3135,2013,East Hartford,Hartford,P,153.0,51272.0,82700.0,1.6,11712.0,0.23,8829.0,0.2,133522.0,2.6,481.0,10646.0,198951.0,3.9,1170440.0,825476.0,"(45051.8, 59858.4]"
3136,2013,East Haven - Hagaman,New Haven,P,139.0,29190.0,119200.0,4.1,9495.0,0.33,11528.0,0.4,125973.0,4.3,413.0,7892.0,70832.0,2.4,823946.0,411624.0,"(15438.6, 30245.2]"
3137,2013,East Lyme,New London,P,64.0,18892.0,96379.0,5.1,12694.0,0.67,6757.0,0.4,176855.0,9.4,577.0,3548.0,146712.0,7.8,1081478.0,618047.0,"(15438.6, 30245.2]"
3138,2013,East Windsor - Warehouse,Hartford,P,104.0,11387.0,37627.0,3.3,2807.0,0.25,17914.0,1.6,45978.0,4.0,108.0,1971.0,39926.0,3.5,346944.0,184142.0,"(483.934, 15438.6]"
3139,2013,Eastford,Windham,P,112.0,1730.0,4636.0,2.7,825.0,0.48,140.0,0.1,5992.0,3.5,38.0,574.0,18055.0,10.4,45698.0,28517.0,"(483.934, 15438.6]"
3140,2013,Easton,Fairfield,P,16.0,7603.0,59854.0,7.9,3230.0,0.42,9602.0,1.3,90144.0,11.9,334.0,4954.0,76670.0,10.1,587592.0,329035.0,"(483.934, 15438.6]"
3141,2013,Ellington - Hall,Tolland,P,106.0,15779.0,99914.0,6.3,11386.0,0.72,3288.0,0.2,144866.0,9.2,242.0,5417.0,63138.0,4.0,733491.0,432655.0,"(15438.6, 30245.2]"
3142,2013,Enfield,Hartford,P,146.0,44660.0,259522.0,5.8,19068.0,0.43,30133.0,0.7,329089.0,7.4,324.0,21006.0,138988.0,3.1,1629654.0,1027928.0,"(30245.2, 45051.8]"
